COUNTRY,ADMIN1,MONTH,total_events,total_fatalities,label,rainfall_mm,drought_index,temp_celsius,poverty_rate,literacy_rate,infrastructure_score,past_conflicts_3mo
Algeria,Alger,2005-03,1,0,0,67.22791211016828,4.001624297032446,27.418053623696785,0.43880396631433505,0.5748006823175162,0.3944053297671871,3
Algeria,Alger,2005-06,1,0,0,90.76073132931938,3.122590076821736,25.10001023540929,0.31624187586642627,0.5132338537821968,0.5316192915488247,2
Algeria,Alger,2005-10,1,0,0,59.283479217800966,2.340327302131156,25.14943400068927,0.49985235884307944,0.8833467571067024,0.7860877934393702,1
Algeria,Alger,2006-02,1,0,0,91.29287311628012,1.0874217693148902,29.54016701631253,0.3318890157786507,0.5109970631530227,0.5714348161899918,2
Algeria,Alger,2006-03,1,0,0,7.605097918205111,1.6712318707856566,29.95396739441283,0.3276321289979581,0.5008208166082565,0.36952211297151305,2
Algeria,Alger,2006-05,1,0,0,76.43805008750448,4.799217133692593,29.351470217239974,0.6037998816985065,0.6293362275312799,0.32312848344063433,2
Algeria,Alger,2006-06,1,0,0,61.74094136476342,2.6004496880291716,29.378884816336424,0.27713291764830655,0.5889812675102273,0.5000011633740581,1
Algeria,Alger,2006-07,2,1,1,54.01985299068265,2.003496406216265,28.707088611779277,0.2027607392009954,0.7294345448392844,0.3890176866125077,4
Algeria,Alger,2006-10,1,1,1,61.835215530710045,2.6071102117416194,27.39456819023447,0.3683876085029245,0.8576835507364321,0.7470247070769914,3
Algeria,Alger,2006-12,1,1,1,20.248621707982146,3.894942529498043,26.473860947037057,0.445486977497515,0.6924430689757258,0.4672540884120572,1
Algeria,Alger,2007-09,1,0,0,55.60656224324976,1.700544682514344,30.630971549824658,0.5525401959476618,0.8093204835267882,0.8264718185756577,2
Algeria,Alger,2007-11,5,67,1,67.14225143023492,0.8935306046630442,25.878837388528698,0.5905576288021442,0.86369081539158,0.6704095736256549,3
Algeria,Alger,2008-02,1,0,0,89.55788089483032,2.924680591695239,28.10993764164224,0.531759605566815,0.575759861442483,0.5361982558886073,2
Algeria,Alger,2008-04,2,0,0,49.63459563452705,3.326020517405336,24.58796100613726,0.5132544401584633,0.6953243544488024,0.6660345325947743,3
Algeria,Alger,2008-05,2,1,1,43.830127942136244,3.563590014792748,25.02210288944865,0.5328743611597175,0.7568279998394918,0.47710438381945974,2
Algeria,Alger,2008-12,1,0,0,49.96485912830927,4.4099379538306485,26.29153629642832,0.33576325879054947,0.6327532951681378,0.3847943274226671,1
Algeria,Alger,2009-01,1,0,0,78.30804235404148,1.8558706034455652,24.58818486981851,0.3911806614822839,0.7959008443953701,0.8785065569540398,1
Algeria,Alger,2009-03,2,3,1,66.57502219319369,0.376774481144459,29.3935554764349,0.5082182504997822,0.7821259900887301,0.6378968673298105,1
Algeria,Alger,2009-04,1,0,0,49.404795924659226,4.791742918154711,22.955897245364913,0.23278533017698644,0.6684377136605678,0.3043968727528828,1
Algeria,Alger,2009-05,1,0,0,70.26534866226712,2.175059637187376,27.29768887014322,0.3476626750339278,0.5351815013697846,0.4861885237773455,1
Algeria,Alger,2009-06,1,0,0,61.941550986960806,3.1162875483656567,27.397524290526544,0.40320947237882654,0.5046275133930318,0.39572069647539676,2
Algeria,Alger,2009-08,2,0,0,79.37289981065778,3.3315266156414616,21.567601265040956,0.46672034142696794,0.6477398248643402,0.4549099879137232,3
Algeria,Alger,2009-09,3,0,0,45.95893812245295,2.7325685435060176,25.676928538429173,0.4432410536804805,0.5328275380470393,0.3334293118401209,3
Algeria,Alger,2009-10,1,0,0,53.44675706804463,1.0262876486813504,27.767098614144427,0.5590659390769968,0.8126497772833043,0.44705137678472906,5
Algeria,Alger,2009-11,2,0,0,52.15783693735685,3.7757152505807072,28.286183979882203,0.4367133377082305,0.6337303133075923,0.70980966031967,1
Algeria,Alger,2009-12,1,0,0,30.72970103735763,4.018759871520408,26.387078374199504,0.6520649919124943,0.7664393103166787,0.7923657284350523,3
Algeria,Alger,2010-01,1,0,0,65.92240554129152,2.764877930087199,29.030664613442145,0.3901591710762087,0.6385515949201833,0.5084352105795013,2
Algeria,Alger,2010-02,1,4,1,65.22110544359779,2.442805802924208,26.672051228291878,0.46268585308807814,0.8183753667312073,0.6134794491290576,2
Algeria,Alger,2010-07,1,0,0,60.102269132849216,0.5696909156399266,27.04095873622517,0.2016051948010134,0.8553649986479125,0.3250743581461084,3
Algeria,Annaba,2001-08,1,5,1,55.308257332497064,0.4197583074989192,27.75496160695966,0.3552389782230947,0.8350056597050961,0.3544804802547016,0
Algeria,Annaba,2001-12,1,13,1,31.692585158991715,1.6978242278176436,29.780998886202507,0.6332864886569961,0.6937894255919413,0.631154485136036,6
Algeria,Annaba,2003-05,1,2,1,51.58709354469282,1.5542307775869664,24.972845992753406,0.3667881972981458,0.5335806443479282,0.804346146500849,0
Algeria,Annaba,2004-08,1,4,1,53.14570966946461,4.768282254816356,25.539534382445108,0.32659316666623095,0.6486844423173718,0.3527927790323816,0
Algeria,Annaba,2005-04,1,0,0,43.95445461556762,3.9181137122171488,24.993310524812355,0.47176848122111076,0.6697823978820331,0.5511280011516084,2
Algeria,Annaba,2006-10,1,1,1,56.77428576667982,3.2996214762953,26.0034068515742,0.23936504922103624,0.8841016043427499,0.8822548007100883,1
Algeria,Annaba,2006-11,1,2,1,68.08101713629077,2.5882404450880254,31.278702774239292,0.4658025658251996,0.7261989220828382,0.7432755272250766,4
Algeria,Annaba,2007-12,1,0,0,97.7237180242106,0.8368376536332567,28.718175957989466,0.35183289912109417,0.7563384931585766,0.4185619321681244,3
Algeria,Annaba,2008-02,1,0,0,63.49155625663678,4.89228336092142,23.606730764493474,0.39155144493719374,0.8128014324008296,0.4711045602995014,1
Algeria,Annaba,2009-07,1,0,0,65.15100781445528,1.87520349120105,25.198659103233975,0.5956825021685723,0.7272809868841354,0.8687497394828547,3
Algeria,Batna,1999-01,1,12,1,58.511081684676654,0.534628012236224,28.118301672829205,0.5309820093070592,0.7393938436731048,0.43259261584491254,2
Algeria,Batna,2001-05,1,0,0,21.62457569401917,2.4689944785787303,24.28047665720169,0.42305304656192144,0.5981311189338421,0.5645444291944419,1
Algeria,Batna,2002-08,1,1,1,59.46972249101566,4.369990058065416,24.82397987755573,0.4887581565424697,0.5235466430245103,0.5133660321522304,2
Algeria,Batna,2002-12,3,28,1,61.204604198820526,4.4364550088866475,31.034878998522444,0.5834293776601145,0.7885543516436142,0.5940232991813595,2
Algeria,Batna,2003-04,1,49,1,109.26484224970572,0.05482958028223628,25.15987311458044,0.572891872598094,0.8394738789417704,0.4419481121797296,2
Algeria,Batna,2003-05,1,1,1,56.15278070437755,4.431478723756999,29.86400044808816,0.2926608552755892,0.6648000733300415,0.701010257978613,1
Algeria,Batna,2003-07,1,3,1,66.03094684667225,1.3574210874992927,30.765969568592816,0.3504596109996023,0.719565781299284,0.4407545917014637,1
Algeria,Batna,2003-08,1,0,0,59.305764605895135,0.19486181984211537,24.799613726493106,0.37411846548301264,0.6229140909342814,0.6612608126099037,3
Algeria,Batna,2003-09,2,4,1,36.626439247609355,4.2389513518143715,24.330112330328575,0.29377114500250223,0.6800882373862939,0.5146615868978793,5
Algeria,Batna,2003-10,1,1,1,82.85645629030041,4.319333779941042,26.171603740556506,0.2060807270031521,0.5835558905065821,0.450885679155909,0
Algeria,Batna,2003-11,1,0,0,75.03866065373549,2.98115539921175,23.734116837979126,0.2869836343944061,0.8039547232419844,0.717001578375921,5
Algeria,Batna,2003-12,1,3,1,75.82063894086093,2.872168786481792,27.363101635508226,0.6041221635407436,0.696764715110038,0.8791438670761154,4
Algeria,Batna,2004-11,1,6,1,41.81225090410522,4.065601363107097,26.38304426443984,0.4729602256962355,0.7188626212844316,0.8216252649426736,2
Algeria,Batna,2004-12,1,4,1,88.05588621872198,3.931547763551399,28.081740047658904,0.37082901349359043,0.5148352313044893,0.352101235511833,3
Algeria,Batna,2006-06,2,0,0,31.962978744154384,4.45052736721352,31.190830368698464,0.5041722228147323,0.748959356917339,0.5726482729126212,0
Algeria,Batna,2007-06,1,19,1,71.73714187600541,2.7637372379835172,29.452454942310958,0.5699170626733958,0.5810623248031158,0.7168679676920632,2
Algeria,Batna,2007-07,1,1,1,103.80911251619958,4.838235463664043,28.46771932623707,0.3772138915104313,0.6533578577459489,0.6375695048337038,1
Algeria,Batna,2007-11,1,0,0,40.18927349738623,4.980734154666692,21.101854761096245,0.4330374207674872,0.6650862800383368,0.7358140998819079,0
Algeria,Batna,2008-01,1,1,1,48.67404540794456,0.5827230499931629,28.330127946307126,0.2321066083350578,0.6794930389952363,0.8850720850807545,0
Algeria,Batna,2009-03,1,8,1,61.993027301752825,4.24771879777061,32.167882982113646,0.49854526810623956,0.5909745556459053,0.5053630858828932,1
Algeria,Batna,2009-05,1,0,0,49.93048691767601,2.499111288742945,17.96843245105945,0.37820354777609233,0.8400440898862562,0.7625238954449434,1
Algeria,Batna,2009-06,1,0,0,28.986731378677348,1.9378316914991607,29.068147628926877,0.41676182380039384,0.671140060281849,0.35644279046212357,2
Algeria,Batna,2009-08,1,0,0,61.371259496120544,3.065361549413575,26.52192427573061,0.41130030897346237,0.7448537831633045,0.8218489399314892,4
Algeria,Batna,2009-09,1,0,0,38.7539257254779,0.27982778631003513,24.450614990931165,0.5162046443712713,0.7455750182775092,0.7670593454167074,3
Algeria,Batna,2009-11,1,1,1,69.47184861270364,2.5323055938353995,29.40338575173586,0.4862326744772404,0.7427938697685461,0.6125804754016901,1
Algeria,Bechar,1999-11,1,6,1,41.61151531532394,4.354452850133334,32.12911770182199,0.411053023888284,0.7237272035798389,0.7926200820060968,3
Algeria,Bechar,1999-12,1,5,1,90.99868810035079,1.067307580694844,29.325692186513262,0.20847751074536436,0.8290502993059155,0.699974067152938,1
Algeria,Bechar,2005-06,2,0,0,44.334934153275256,2.1319494738471256,25.886424146215422,0.5104813073156895,0.8250471254988756,0.6313357396436132,0
Algeria,Bechar,2005-07,1,0,0,53.55876967588649,4.697404438574377,24.16959052677553,0.6397887370171635,0.6668578290419436,0.8676003071542389,3
Algeria,Bechar,2009-09,1,13,1,76.27034434739339,2.1428191890284864,27.43388290136863,0.5847757857969488,0.7543384192522486,0.3781591302063469,2
Algeria,Bejaia,2001-10,1,2,1,35.3827136713209,1.7918381616619916,29.619507877144763,0.690807816125041,0.5411316978106747,0.8957806031289908,3
Algeria,Bejaia,2002-04,1,0,0,64.54919869208258,2.2026832406168912,25.838840921298818,0.2695376690103567,0.5363090713073401,0.3926597262376358,5
Algeria,Bejaia,2003-10,3,0,0,86.14285508564856,2.5972638325877817,26.12885102504761,0.31126002639392686,0.6919665622085047,0.5881055771915324,3
Algeria,Bejaia,2004-02,1,10,1,27.85033530877545,3.1599567206573442,35.466000749515196,0.4696337326109895,0.8600816094424086,0.43884659811393223,3
Algeria,Bejaia,2005-06,1,1,1,63.692677170646085,4.003464004583655,30.235955837879178,0.31794085117190324,0.7599998810094782,0.4631481896655736,0
Algeria,Bejaia,2005-08,1,0,0,65.19765588496847,2.260511028821571,30.450386035180898,0.21727489064084493,0.7676865690590378,0.6790991826284376,3
Algeria,Bejaia,2006-02,1,4,1,75.6364574355462,4.087404675450702,22.619142281823564,0.401144138081973,0.5630693248318005,0.32082608567202675,2
Algeria,Bejaia,2007-01,3,3,1,35.26098578243836,2.668603306760403,24.87843396211962,0.3438223670769912,0.6813217777075355,0.8644480672115065,3
Algeria,Bejaia,2007-04,1,1,1,33.59086773831447,1.6924025518398884,27.22404491836272,0.3318804228294414,0.6603163779937975,0.4677732743393058,2
Algeria,Bejaia,2007-07,1,3,1,70.43883131233795,3.289754140597071,23.996587326344553,0.6765864085121243,0.8131913387016773,0.46351953918915445,1
Algeria,Bejaia,2007-09,1,1,1,65.93969346466372,3.588611273717457,31.80119189666788,0.3192270581327248,0.5551296387089072,0.8181382379527318,2
Algeria,Bejaia,2007-10,1,1,1,65.00985700691753,2.790244878147438,31.230936919771935,0.2647162855936989,0.7156764029323217,0.758901711976401,1
Algeria,Bejaia,2008-01,1,25,1,66.9289641899395,0.28307486567361706,25.39936398784784,0.2626596289539256,0.8645406010195407,0.7030331585925333,2
Algeria,Bejaia,2008-10,1,1,1,46.399505568430186,0.8494143758041245,32.35175581982246,0.6031620367442645,0.8569839558609592,0.38781507036161794,3
Algeria,Bejaia,2009-02,1,1,1,64.64507394322007,1.4264886044511411,26.987243709840172,0.5574240372633701,0.8409348438990882,0.761770031463601,6
Algeria,Bejaia,2009-04,2,3,1,65.86144946597362,1.4131280297574655,34.76816915216715,0.2647430977835311,0.6499941251745533,0.5164597747978139,1
Algeria,Bejaia,2009-05,1,2,1,45.71297163947264,3.367104001234353,27.43405839157511,0.30987655943039316,0.8764402762620231,0.8963331883978809,3
Algeria,Bejaia,2009-06,1,1,1,97.31549022289514,0.09174330836816291,28.728578250985265,0.573671504221765,0.8221202034637487,0.7027497270152616,3
Algeria,Bejaia,2009-11,1,3,1,69.47665841823576,3.7784088852475994,31.199710323508675,0.337308198917307,0.8404565276963614,0.8015358446809953,5
Algeria,Bejaia,2009-12,1,1,1,36.173930055947025,1.326712374034666,30.83290004942343,0.690771037578676,0.8729415177299948,0.7402711749987911,4
Algeria,Bejaia,2010-03,1,7,1,73.1310721726766,1.550109231080512,28.532196198407682,0.47028503331045435,0.8748005062456323,0.656543005646892,0
Algeria,Bejaia,2010-06,1,2,1,40.50636659545357,2.6395491397196214,26.57657904166849,0.2960039852050441,0.5960259853039963,0.7297914324692025,1
Algeria,Bejaia,2010-09,1,1,1,75.74169207484904,1.0796280046947877,28.54239809997936,0.6294042272563665,0.5510750847108667,0.6584902974224132,4
Algeria,Bejaia,2010-11,1,0,0,83.17191158014808,4.422356567877638,24.551447484371653,0.35973777294861753,0.7763499774285261,0.3307191543887764,3
Algeria,Biskra,2003-12,2,1,1,43.58635363296579,0.4268438966328264,27.45640115659235,0.3444036775321889,0.725285582654857,0.5073138843946752,7
Algeria,Biskra,2005-03,1,18,1,79.26752258488644,2.2219118115053242,23.672077402506016,0.3637206167257492,0.6309706022527728,0.489850511267068,0
Algeria,Biskra,2005-09,1,9,1,68.25561853872996,4.2471113472744495,21.657355079759096,0.5840986241115188,0.7737798027108063,0.7283839248434287,1
Algeria,Biskra,2006-08,1,4,1,76.4412031998898,3.0792194721061787,27.151280292418328,0.2866064748579741,0.5247987509263687,0.6457039204977243,0
Algeria,Biskra,2007-01,1,5,1,97.93585965307895,1.4616475792131673,30.786833672015018,0.390892890130469,0.5188833265983533,0.6662932816200039,0
Algeria,Biskra,2007-03,1,0,0,55.09223767994259,2.1038010388823034,29.777413924788178,0.21541638639220523,0.6417242336807041,0.8081889487302631,1
Algeria,Biskra,2007-08,2,0,0,44.925276712850206,3.533471901712573,26.754263112823175,0.6133133086748038,0.5775386493728644,0.6151842833448464,1
Algeria,Biskra,2007-11,1,0,0,42.209711407489536,4.8663037168194965,32.24096909452649,0.3703593831535026,0.7874224202950311,0.4309663198836632,5
Algeria,Biskra,2009-01,1,10,1,43.68379430069123,4.465693591897168,25.29281582746028,0.3240864599041872,0.8792087351632769,0.3074638061068459,4
Algeria,Blida,1997-03,1,19,1,58.45796581171792,1.7121640419118838,21.24650201460593,0.48994662118774956,0.7646509654738503,0.39569852009468554,3
Algeria,Blida,1997-04,2,31,1,66.82303949633288,4.9909893964392875,20.453696117397115,0.5524959418756876,0.7619137468510255,0.318347454799362,1
Algeria,Blida,1997-05,2,21,1,65.53381598660039,0.01752331765529136,23.45642717821285,0.6064480185914716,0.5026382293678333,0.44223895112602474,1
Algeria,Blida,1997-08,1,26,1,76.54366498072048,0.13814877904207545,29.449874229786687,0.37389247274953397,0.704910788689852,0.6809983146993983,2
Algeria,Blida,1997-10,1,25,1,60.26003783755814,4.119202575855969,25.09559194959784,0.6061504250745348,0.8268405280700638,0.39085137368210265,3
Algeria,Blida,1997-11,4,56,1,89.07068154314634,0.9973134341652601,28.382875925571906,0.4324405001857291,0.7616481461352071,0.34915393786043747,2
Algeria,Blida,1997-12,1,14,1,54.70686333524088,0.3038463419812043,31.938850150751932,0.2505711337726125,0.5911129538595338,0.8825127520054914,1
Algeria,Blida,1999-09,1,15,1,114.40338333179238,1.185740366182511,23.699709112266582,0.6231537413578896,0.8393900993708803,0.8981430143565075,1
Algeria,Blida,1999-12,2,8,1,72.51334695530012,2.130500769904301,28.43549919538767,0.47381739105230714,0.885750689686073,0.6822141073693447,1
Algeria,Blida,2000-02,1,19,1,42.856848871674345,3.6528313521670244,28.616889217967167,0.5012347859736928,0.6115971390001081,0.3651398361926997,2
Algeria,Blida,2000-09,1,6,1,38.582150038777755,3.1216776327560276,24.41778603458069,0.6687456348473677,0.5828377368663227,0.7929123792581417,2
Algeria,Blida,2001-11,1,4,1,69.64944830486371,1.1881060878021021,31.06263277573525,0.4795757424696276,0.6354107618610704,0.6235282157515794,4
Algeria,Blida,2002-07,2,7,1,55.53074429348298,2.516352240502922,26.13687883335157,0.2027917653389945,0.5252633135510685,0.40924416209930664,1
Algeria,Blida,2002-08,1,3,1,74.28000988184183,4.631070526992843,25.848741057260973,0.6353079205015513,0.8493730692347503,0.6454153174296403,2
